name,version,type,purl,license
@esbuild/linux-riscv64,0.24.2,library,pkg:npm/%40esbuild/linux-riscv64@0.24.2,MIT
@esbuild/linux-s390x,0.24.2,library,pkg:npm/%40esbuild/linux-s390x@0.24.2,MIT
@esbuild/linux-x64,0.24.2,library,pkg:npm/%40esbuild/linux-x64@0.24.2,MIT
@esbuild/netbsd-arm64,0.24.2,library,pkg:npm/%40esbuild/netbsd-arm64@0.24.2,MIT
@esbuild/netbsd-x64,0.24.2,library,pkg:npm/%40esbuild/netbsd-x64@0.24.2,MIT
@esbuild/openbsd-arm64,0.24.2,library,pkg:npm/%40esbuild/openbsd-arm64@0.24.2,MIT
@esbuild/openbsd-x64,0.24.2,library,pkg:npm/%40esbuild/openbsd-x64@0.24.2,MIT
@esbuild/sunos-x64,0.24.2,library,pkg:npm/%40esbuild/sunos-x64@0.24.2,MIT
@esbuild/win32-arm64,0.24.2,library,pkg:npm/%40esbuild/win32-arm64@0.24.2,MIT
@esbuild/win32-ia32,0.24.2,library,pkg:npm/%40esbuild/win32-ia32@0.24.2,MIT
@esbuild/win32-x64,0.24.2,library,pkg:npm/%40esbuild/win32-x64@0.24.2,MIT
STruCpp,0.6.0,library,pkg:npm/STruCpp@0.6.0,GPL-3.0-or-later
vitest,3.2.4,framework,pkg:npm/vitest@3.2.4,MIT
@types/chai,5.2.3,library,pkg:npm/%40types/chai@5.2.3,MIT
@types/deep-eql,4.0.2,library,pkg:npm/%40types/deep-eql@4.0.2,MIT
assertion-error,2.0.1,framework,pkg:npm/assertion-error@2.0.1,MIT
@vitest/expect,3.2.4,library,pkg:npm/%40vitest/expect@3.2.4,MIT
@vitest/spy,3.2.4,library,pkg:npm/%40vitest/spy@3.2.4,MIT
tinyspy,4.0.4,library,pkg:npm/tinyspy@4.0.4,MIT
@vitest/utils,3.2.4,library,pkg:npm/%40vitest/utils@3.2.4,MIT
@vitest/pretty-format,3.2.4,library,pkg:npm/%40vitest/pretty-format@3.2.4,MIT
tinyrainbow,2.0.0,library,pkg:npm/tinyrainbow@2.0.0,MIT
loupe,3.2.1,library,pkg:npm/loupe@3.2.1,MIT
chai,5.3.3,framework,pkg:npm/chai@5.3.3,MIT
check-error,2.1.3,library,pkg:npm/check-error@2.1.3,MIT
deep-eql,5.0.2,library,pkg:npm/deep-eql@5.0.2,MIT
pathval,2.0.1,library,pkg:npm/pathval@2.0.1,MIT
@vitest/mocker,3.2.4,library,pkg:npm/%40vitest/mocker@3.2.4,MIT
vite,7.3.1,library,pkg:npm/vite@7.3.1,MIT
esbuild,0.27.3,library,pkg:npm/esbuild@0.27.3,MIT
@esbuild/aix-ppc64,0.27.3,library,pkg:npm/%40esbuild/aix-ppc64@0.27.3,MIT
@esbuild/android-arm,0.27.3,library,pkg:npm/%40esbuild/android-arm@0.27.3,MIT
@esbuild/android-arm64,0.27.3,library,pkg:npm/%40esbuild/android-arm64@0.27.3,MIT
@esbuild/android-x64,0.27.3,library,pkg:npm/%40esbuild/android-x64@0.27.3,MIT
@esbuild/darwin-arm64,0.27.3,library,pkg:npm/%40esbuild/darwin-arm64@0.27.3,MIT
@esbuild/darwin-x64,0.27.3,library,pkg:npm/%40esbuild/darwin-x64@0.27.3,MIT
@esbuild/freebsd-arm64,0.27.3,library,pkg:npm/%40esbuild/freebsd-arm64@0.27.3,MIT
@esbuild/freebsd-x64,0.27.3,library,pkg:npm/%40esbuild/freebsd-x64@0.27.3,MIT
@esbuild/linux-arm,0.27.3,library,pkg:npm/%40esbuild/linux-arm@0.27.3,MIT
@esbuild/linux-arm64,0.27.3,library,pkg:npm/%40esbuild/linux-arm64@0.27.3,MIT
@esbuild/linux-ia32,0.27.3,library,pkg:npm/%40esbuild/linux-ia32@0.27.3,MIT
@esbuild/linux-loong64,0.27.3,library,pkg:npm/%40esbuild/linux-loong64@0.27.3,MIT
@esbuild/linux-mips64el,0.27.3,library,pkg:npm/%40esbuild/linux-mips64el@0.27.3,MIT
@esbuild/linux-ppc64,0.27.3,library,pkg:npm/%40esbuild/linux-ppc64@0.27.3,MIT
@esbuild/linux-riscv64,0.27.3,library,pkg:npm/%40esbuild/linux-riscv64@0.27.3,MIT
@esbuild/linux-s390x,0.27.3,library,pkg:npm/%40esbuild/linux-s390x@0.27.3,MIT
@esbuild/linux-x64,0.27.3,library,pkg:npm/%40esbuild/linux-x64@0.27.3,MIT
@esbuild/netbsd-arm64,0.27.3,library,pkg:npm/%40esbuild/netbsd-arm64@0.27.3,MIT
@esbuild/netbsd-x64,0.27.3,library,pkg:npm/%40esbuild/netbsd-x64@0.27.3,MIT
@esbuild/openbsd-arm64,0.27.3,library,pkg:npm/%40esbuild/openbsd-arm64@0.27.3,MIT
@esbuild/openbsd-x64,0.27.3,library,pkg:npm/%40esbuild/openbsd-x64@0.27.3,MIT
@esbuild/openharmony-arm64,0.27.3,library,pkg:npm/%40esbuild/openharmony-arm64@0.27.3,MIT
@esbuild/sunos-x64,0.27.3,library,pkg:npm/%40esbuild/sunos-x64@0.27.3,MIT
@esbuild/win32-arm64,0.27.3,library,pkg:npm/%40esbuild/win32-arm64@0.27.3,MIT
@esbuild/win32-ia32,0.27.3,library,pkg:npm/%40esbuild/win32-ia32@0.27.3,MIT
@esbuild/win32-x64,0.27.3,library,pkg:npm/%40esbuild/win32-x64@0.27.3,MIT
picomatch,4.0.3,library,pkg:npm/picomatch@4.0.3,MIT
postcss,8.5.8,library,pkg:npm/postcss@8.5.8,MIT
rollup,4.59.0,library,pkg:npm/rollup@4.59.0,MIT
@rollup/rollup-android-arm-eabi,4.59.0,library,pkg:npm/%40rollup/rollup-android-arm-eabi@4.59.0,MIT
@rollup/rollup-android-arm64,4.59.0,library,pkg:npm/%40rollup/rollup-android-arm64@4.59.0,MIT
@rollup/rollup-darwin-arm64,4.59.0,library,pkg:npm/%40rollup/rollup-darwin-arm64@4.59.0,MIT
@rollup/rollup-darwin-x64,4.59.0,library,pkg:npm/%40rollup/rollup-darwin-x64@4.59.0,MIT
@rollup/rollup-freebsd-arm64,4.59.0,library,pkg:npm/%40rollup/rollup-freebsd-arm64@4.59.0,MIT
@rollup/rollup-freebsd-x64,4.59.0,library,pkg:npm/%40rollup/rollup-freebsd-x64@4.59.0,MIT
@rollup/rollup-linux-arm-gnueabihf,4.59.0,library,pkg:npm/%40rollup/rollup-linux-arm-gnueabihf@4.59.0,MIT
@rollup/rollup-linux-arm-musleabihf,4.59.0,library,pkg:npm/%40rollup/rollup-linux-arm-musleabihf@4.59.0,MIT
@rollup/rollup-linux-arm64-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-linux-arm64-gnu@4.59.0,MIT
@rollup/rollup-linux-arm64-musl,4.59.0,library,pkg:npm/%40rollup/rollup-linux-arm64-musl@4.59.0,MIT
@rollup/rollup-linux-loong64-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-linux-loong64-gnu@4.59.0,MIT
@rollup/rollup-linux-loong64-musl,4.59.0,library,pkg:npm/%40rollup/rollup-linux-loong64-musl@4.59.0,MIT
@rollup/rollup-linux-ppc64-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-linux-ppc64-gnu@4.59.0,MIT
@rollup/rollup-linux-ppc64-musl,4.59.0,library,pkg:npm/%40rollup/rollup-linux-ppc64-musl@4.59.0,MIT
@rollup/rollup-linux-riscv64-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-linux-riscv64-gnu@4.59.0,MIT
@rollup/rollup-linux-riscv64-musl,4.59.0,library,pkg:npm/%40rollup/rollup-linux-riscv64-musl@4.59.0,MIT
@rollup/rollup-linux-s390x-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-linux-s390x-gnu@4.59.0,MIT
@rollup/rollup-linux-x64-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-linux-x64-gnu@4.59.0,MIT
@rollup/rollup-linux-x64-musl,4.59.0,library,pkg:npm/%40rollup/rollup-linux-x64-musl@4.59.0,MIT
@rollup/rollup-openbsd-x64,4.59.0,library,pkg:npm/%40rollup/rollup-openbsd-x64@4.59.0,MIT
@rollup/rollup-openharmony-arm64,4.59.0,library,pkg:npm/%40rollup/rollup-openharmony-arm64@4.59.0,MIT
@rollup/rollup-win32-arm64-msvc,4.59.0,library,pkg:npm/%40rollup/rollup-win32-arm64-msvc@4.59.0,MIT
@rollup/rollup-win32-ia32-msvc,4.59.0,library,pkg:npm/%40rollup/rollup-win32-ia32-msvc@4.59.0,MIT
@rollup/rollup-win32-x64-gnu,4.59.0,library,pkg:npm/%40rollup/rollup-win32-x64-gnu@4.59.0,MIT
@rollup/rollup-win32-x64-msvc,4.59.0,library,pkg:npm/%40rollup/rollup-win32-x64-msvc@4.59.0,MIT
tinyglobby,0.2.15,library,pkg:npm/tinyglobby@0.2.15,MIT
@vitest/runner,3.2.4,library,pkg:npm/%40vitest/runner@3.2.4,MIT
strip-literal,3.1.0,library,pkg:npm/strip-literal@3.1.0,MIT
@vitest/snapshot,3.2.4,library,pkg:npm/%40vitest/snapshot@3.2.4,MIT
expect-type,1.3.0,library,pkg:npm/expect-type@1.3.0,Apache-2.0
tinyexec,0.3.2,library,pkg:npm/tinyexec@0.3.2,MIT
tinypool,1.1.1,library,pkg:npm/tinypool@1.1.1,MIT
vite-node,3.2.4,library,pkg:npm/vite-node@3.2.4,MIT
es-module-lexer,1.7.0,library,pkg:npm/es-module-lexer@1.7.0,MIT
vscode-languageclient,9.0.1,library,pkg:npm/vscode-languageclient@9.0.1,MIT
minimatch,5.1.9,library,pkg:npm/minimatch@5.1.9,ISC
vscode-languageserver-protocol,3.17.5,library,pkg:npm/vscode-languageserver-protocol@3.17.5,MIT
vscode-jsonrpc,8.2.0,library,pkg:npm/vscode-jsonrpc@8.2.0,MIT
vscode-languageserver-types,3.17.5,library,pkg:npm/vscode-languageserver-types@3.17.5,MIT
vscode-languageserver,9.0.1,library,pkg:npm/vscode-languageserver@9.0.1,MIT
vscode-languageserver-textdocument,1.0.12,library,pkg:npm/vscode-languageserver-textdocument@1.0.12,MIT
vscode-uri,3.1.0,library,pkg:npm/vscode-uri@3.1.0,MIT
